@relation C__Users_nisha_Desktop_Weka_BOW_Training

@attribute text string
@attribute @@class@@ {BugReport,FeatureRequest,Other}

@data
'I used to like my fitbit but it hasnt synced with my phone in about 2 months. DO NOT BUY A FITBIT',BugReport
'When I would sync it would just take awhile. Now it has completely stopped syncing.',BugReport
'Lot of great tools and functionality but sine last update takes foreverrrrrrr to sync if ever.',BugReport
'I used to have no problems with my charge HR syncing to the app but now it syncs barely at a snails pace and will not reflect heart rate sleep and active minutes.',BugReport
'. I have to quit and reopen the app for Battery life to sync. ',BugReport
'I enjoyed my Fitbit when I first got it but now its not tracking any of my sleep patterns like it was. I work in a 6 story building and have taken the stairs from the bottom to the top and back down again and it says I climbed 3 flights of stairs. I walked from the bottom of my driveway to the top on a 30 grade and it says Ive walked 2 flights of stairs. Its not holding a charge longer than 3 days. Anyone else experiencing this',BugReport
'Bought the surge before a flight in Chicago returned it in Minneapolis 2 hours later',BugReport
'I find Im always putting on the auto sync option and then I check the app and its syncing at that moment and somehow the auto sync option is shut off. Also I would suggest adding a little log to add some of the things you did that day. For example when I look back at my steps and I have one day with only 2000 steps I would like to  make a note stating what I did that day so I can look back later and understand why theyre so low. Other than that great app',BugReport
'The app has logged me out three times since the beginning of February.',BugReport
'Edited again Can we talk about sync issues that have gotten worse with EVERY update. Use to take less that 20 seconds to sync now takes 2-3 minutes horrible ',BugReport
'I recently purchased a Charge HR  Im not very happy with it. Im losing active minutes on it. For example I spent 30 minutes on the treadmill. It showed I had active minutes after that but 15 minutes later my active minutes were gone. Even more frustrating is me losing steps. My steps are constantly going backwards  it never fixes itself. My bracelet will vibrate  tell me Ive reached my goal but minutes later I look on all it it shows I still have several steps to get. This is my 2nd Fitbit to purchase  theyre not cheap so I expect them to work. Very frustrated',BugReport
'Every time they update this app they make it even worse. I have a Charge HR and it is to the point where it doesnt even sync. It will sync halfway and then quit. The step count was also off for over a month and now the clock is off by 10 minutes Fitbits are extremely popular the app should not have this many issues',BugReport
'For the most part I like my Fitbit Charge HR and the app that works with us. My biggest complaints are ',BugReport
'The update IPhone app regarding how it presents the sleep data it breaks it up in two entries when I have restlessness. For example it shows I slept from 800 pm through 1159 pm and shows a separate sleep entry for 1202 through 530 am. Previously it would log it all under the same sleep cycle and simply show that I was awake or restless for those few minute. I absolutely HATE that it makes separate entries now. ',BugReport
'Worked great until about a month ago - does not sync correctly. Timedate on Fitbit is incorrect steps and other info does not sync to the app still shows on device. Not worth wearing if it does not show the right time or date and if my information is not saving day-to-day. Please fix this issue',BugReport
'Today is Feb 10 2016. With latest update fitbit can no longer find my plex.',BugReport
'I am a recent fitbit purchaser and I am enjoying many features but am also having to take them with a grain of salt. ',BugReport
'I purchased the Charge HR excited to be able to monitor my HR as I worked out. In the beginning I really enjoyed all the challenges you were able to do with your friends throughout the week. About a month and a half into owning it though the app became slower and slower. Now it wont even sync to my Fitbit. Ive tried turning my phone off and deleting the app and re-downloading it but nothing seems to fix it. I have had numerous friends who experience the same issue as well.Since the Fitbit is based off of using the app I have become gravely disappointed in the product.',BugReport
'This is honestly the worst app Ive ever downloaded I currently have a Charge HR but whats the point of having it if the thing never syncs to the app. Ive followed all the Help steps from Fitbit and now the thing doesnt even sync up on the initial pairing. This app makes me regret buying the Fitbit Charge HR in the first place. Ive tried to contact customer service to receive an explanation to the problems but no one can answer me why the product wont connect with their service. Seriously considering a return of the Fitbit and buying one of the competitors products.',BugReport
'I keep having to log in all the time there is any update. This morning as I starting walking I had to re-log in not a joyful experience when it keeps happening.',BugReport
'Maybe now isnt the best time to write a review.right now the Fitbit App is not syncing with my watch. I cant change the clock face or track my sleepetc.Ive done everything the help forums say to do and the results are hit and miss at best with far more miss than hit lately. It used to work.oh how I miss those days',BugReport
'There has been multiple cases where I would start syncing after the new icon update where the device either takes forever to sync or it just freezes the app entirely then exit it later on. And no progress was saved correctly. So try a bit harder because I want my moneys worth out of this new age propaganda.',BugReport
'the app will not work with my Fitbit charge HR. when I try to setup a new device at the very end of the process it just stays in a constant loop of Finishing Up. this goes for about an hour and then the app wont pickup my charge HR. PLEASE FIX THIS ISSUE',BugReport
'I thought I was alone in thinking that my fitbit charge XR takes extremely long to sync but apparently not. Some reviews say it takes up to 20 minutes. MINE HAS NOT SYNCED IN MORE THAN 30 MINUTES. This seems to be a complaint across the board and no one seems to be listening. I was excited when I received this as a gift back in August but now I feel like I shouldve done some research on the best fitness tracker. These probably will drop in ratings soon.',BugReport
'Was great about a month ago. Then after one of these recent app updates it takes my Charge HR FOREVER to sync with my iPhone 6 sometimes doesnt even sync at all. Also some days my steps says 0 in the app even when I walked thousands of steps that day obviously a syncing issue. Please fix these issues as its making me question the reliability of this product in general. May be in the market soon for something else.',BugReport
'Syncing to the challenges is messed up within the new update and is miscounting steps',BugReport
'Ive been a Fitbit user for over two years love the concept disappointed in the reality. I started with a Flex and upgraded to a Charge HR. The app is a joke. Its ridiculously slow and my data is rarely accurate. Every single time I change the alarm it effects my ability to sync. Whether setting a new alarm or simply turning an alarm offon it gets hung up and I have to reset my tracker and deletereinstall the app. Its to the point I am seriously considering ditching my Fitbit all together.',BugReport
'For the most part the app is pretty good. I love being able to monitor so much and log certain things. However since the last update I cant use the silent alarm. It use to take forever to set it through the app but now it wont work at all. I really loved this feature but now it wont work. Really disappointed about that.',BugReport
'This app is horrible never wants to connect to my Fitbit and when it does after trying way to long it doesnt sync',BugReport
'Ever since app updated my app continually signs me out. This causes no syncing and if Im part of a challenge does not update correctly.  Pleas fix this issue.  Never had a problem before update loaded',BugReport
'This app is horrible. I havent been able to sync my Charge HR in over two months. You pay a good amount of money for the device but cant use it properly as the app doesnt work.please fix this ASAP or offer something to your customers',BugReport
'Since I updated the app yesterday afternoon my Fitbit hasnt worked.  It wont syncIve reset the app and Fitbit many times and when it starts to work the time keeps jumping on the Fitbit and the app wont sync. Other parts of the app food tracking heart rate monitor wont open just tries to load and then crashes.   Up until now Ive had nothing but great things to say but please fix this new app',BugReport
'I think its time this company compensates the product holders. This product does not work since they updated it.',BugReport
'Got an Fitbit for Christmas download the app works like a gem absolutely love it. ever since the new upgraded app Fitbit will not sync',BugReport
'For 100 watch your think it sync faster than.well sometimes it just never syncs even when I leave the app open. Changed the face to have time and date and still hasnt updated on the watch. Disappointed',BugReport
'Changed my review back to 4 stars. Latest update caused some battery read issues but after a complete phone power down and restart the app is once again working just fine. Excellent tracking of daily activity exercise and sleep patterns.',BugReport
'Ever since the last update when I track my run it does not record when you lock your phone. Tried this twice already. Disappointed because thats what I use when I run. Please fix this',BugReport
'Given that the apps ENTIRE PURPOSE is to sync with your FitBit device and syncing has been broken with my Charge HR since the latest update pretty much useless at the moment. Disappointing.',BugReport
'Charge barely syncs and both flexes do not work I was going to give the flex as a gift but I cant now that the app will not work',BugReport
'Not only are the numbers very inaccurate but thanks to the update this is a complete waste of money now.',BugReport
'Im really annoyed with the last update. My new charge hr is not working now. It doesnt sync. Wth',BugReport
'Since the update a couple of days ago the battery on the Fitbit Flex drains within hours. Resetting the Fitbit didnt help. Turning off continuous updates didnt help. The device is now useless Worked fine before the update getting about four days between charges',BugReport
'My Fitbit would sync to my phone and laptop fine until I downloaded the update for the new icon. Now it will not sync with my laptop or my phone. Is anyone else having this problem',BugReport
'I updated app a couple days ago n its frozen in installment.hope someone fixes problem soon',BugReport
'A pain in the neck that refuses to respond as required. IT IS NICE WHEN IT WORKS.  Not now. Hard to reach someone to get the fixes.',BugReport
'All I want to do is sync my stats with my iPhone Please fix it Love love love my Fitbit but what good is it if I cant see my stats',BugReport
'Really Fitbit Instead of fixing the syncing issue you crate a new update with a new icon. This was my first Fitbit product and I absolutely loved it until it stopped syncing despite all the attempts I made to fix it  from research it looks like this issue has been going on for quite a while.',BugReport
'My app updated and now refuses to sync to my Fitbit or show correct info Ive uninstalled and reinstalled tried to set up as a new user and only then does it show the correct stats Im so over it. Now even though I have a charger HR Im only able to see calories burned and theyre incorrect by my Fitbit and add exercisefoodliquid intake. Completely useless at this point',BugReport
'Fitbit has stopped syncing to the app. If it ever loses charge completely once recharged the date and time are incorrect. Once you then sync to a computer via the toggle you lose all data from that day. All in all Fitbit has lost its mojo. At this point youre better off with another option - especially when the tracker and systems lose your data and no longer connect to the app.',BugReport
'The app had a difficult time syncing prior to update. The update syncs better but the data doesnt save. Fitbit needs a new Tech team.',BugReport
'The app use to work perfectly but now it will not sync with my Fitbit Charge HR.',BugReport
'With the latest update you are no longer able to sync the Fitbit via the iOS app.  Basically this is just worthless now as the only way to keep track of your steps is to keep an eye on the dots  Fix this app',BugReport
'Very frustrated with the Fitbit app. It consistently has issues syncing with the Fitbit. We have the Fitbit Charge HRs. App appears to take forever to sync. Never finishes syncing. And when go to a different screen on phone the sync does not run in background as it should. Sync will run forever and when you need to check on something else and go back to it the sync stars all over again This is very frustrating ',BugReport
'Really tired of my sync issues.  Keeps resetting halfway and wont sync all the way.  Will be buying an Apple Watch.',BugReport
'My Fitbit surge hr is draining the battery like crazy and over counting floors walked.  Please fix',BugReport
'I loved it until the recent update. Ive been trying to sync my flex all day to no avail Smh',BugReport
'I would be obsessed--if it would keep a charge RB accurate at how many stairs I climbed. I thought I had four days on vacation to measure how long I walked and it was dead after two days. Of course I didnt bring my charger. Very frustrating. Very disappointing. Sometimes it doesnt work.',BugReport
'This app works well but it doesnt update the badge on the app when Ive cleared emails from notifications outside the app. The app opens slowly which is ok if I really needed to do work inside it. If I am just deleting emails what a pain  I archive from the notification screen but . the app icon still says I have a new email. Annoying and unproductive. ',BugReport
'Gmail is there computer crash all mail saved. When my iPhone died my gmail with all attachments saved a contract.',BugReport
'This app is absolutely terrible. I can check my mail maybe 30 without running into the you have no offline messages pop up that essentially forces me to restart my phone if I want to check gmail. Absolutely the worst.',BugReport
'Functional yes but not nice to use. Doesnt feel like a native app the animations are slow and choppy on my 6. Missing critical combined inbox. Going back to Apple mail.',BugReport
'With the new update everytime I open the app my emails flicker and then the inbox just turns to white space. Cant even read my email',BugReport
'When I go into the settings menu I have a weird symbol over the  sign on my email address just above the words change photo. It looks like an o with and umlaut over a tilde. I have tried reloading the app and it wont go away.',BugReport
'In the settings menu on my iPhone a weird character appears over the  sign. It looks like an umlaut two horizontal dots over a tilde over a O. Its driving me crazy. Please rescue me from this weird and obnoxious bug',BugReport
'This app is just not what it has cracked itself up to be. I got fed up with Apples version of the email app and so with looking at the Gmail one I decided to go for it. HUGE mistake This app is even worse than Apples It doesnt load half of my emails. There isnt a delete all option for all this stupid junk mail that I get and its just highly irritating Needless to say Im very disappointed in Google and Gmail.',BugReport
'I have two email accounts. The old gmail app combines both accounts. This app You have  to choose which one you want open. Also Ive gotten a lot of errors that it cant load new emails.',BugReport
'Will delete as soon as I determine this will not mess up work gmail acct. Suspect problems with gmail on laptop related to app. It cost me time and  to find workaround and get prob fixed. Find screen cluttered and hard to read compared to iOS screen. Hate quick swipe to delete not available for gmail at all. Unless you are a gmail expert I say dont waste your time.',BugReport
'Cant save me images from an email. Pretty basic functionality.',BugReport
'I keep receiving the same email more than once when someone replies to my comment on YouTube. Please fix',BugReport
'The only app I have tried which actually caused damage in the first 10 minutes of use. While reading an important email the message disappeared in mid-sentence. Checked with normal mail then on gmail online the message is gone. So is your app now Bye',BugReport
'Just updated the app and now nothing is showing up. Ive tried everything and nothing is working. I run my business email through here so Im extremely upset. 1 star until it gets fixed',BugReport
'4 months ago Gmail app and Gmail online has given me so many problems most of the time not giving me my emails and not showing info for 1 specific email. Im so frustrated with gmail now',BugReport
'Its my primary personal email source. I do highly recommend it but Ive noticed glitches at times when trying to reload the page. Overall its been great.',BugReport
'I love this app. Its works pretty well although I dont always hear my notifications for it.',BugReport
'The app takes an hour to load. Could suffer itself to use a CACHE. What is this the 1980s',BugReport
'It used to be an awesome app but now when I try and open it my inbox freezes and shows nothing',BugReport
'I can go in and check my email and when I close the app and open it about an hour later I get an error message that says something went wrong please log out and log in again. Dont understand why its crashing all the time. Please fix',BugReport
'I cant select and delete multiple messages and I cant add video to an email. Very annoying',BugReport
'It is not consistent in showing email details when clicked on a email to open it. It hangs on refreshing spinner for ever and need to close the app and try again to see the email details.',BugReport
'I was looking forward to using this app since I have 3 gmail accounts I use. However it is horrible and frustrating when it comes to deleting mail. The swipe function barely works which completely defeats the purpose for me since Im constantly organizing my important mail. Im probably going to go back to using the iPhone mail app since I had all my accounts in there before and it worked a lot better.',BugReport
'While I still use Gmail performance and bugginess continue to worsen. Google needs to step it up.',BugReport
'For whatever reason now it just doesnt get passed the loading screen. So basically the app is unusable',BugReport
'I usually love this app but staring last night it no longer works. It keeps saying there is no offline mail. But Im on wifi. My internet works My other apps work I have Internet. There is no reason on my end why this app should not work. It is a problem on your end. Please fix this so I can check my Gmail on my iPhone. I dont want to start using another email account. Please fix',BugReport
'Googles products do not impress me. This app is really not very intuitive nor well designed. There are lots of junk features the interface crashes and is buggy and I just didnt like it skip this.',BugReport
'Sometimes it tells me tht it does not have messages due to being off line but I am connected to the wifi. It is a real inconvenience.',BugReport
'Half the time when I get a mail notification on my phone I get a message saying I have no offline messages. Im not offline Even after rebooting my phone.still nothing. It is frustrating because it does not consistently work. Customer service NEVER responds',BugReport
'G-mail sent me an email about how I was connecting to them by the old outdated method and if I downloaded the app Id be much more happy and it would work way better. Well thats not even close to being true. First theres no swiping or at least I couldnt figure it out so no easy dealing with email. Second its slow and the design is not as intuitive as the iOS  built in mail app is. So even though its the old method I went back to the Mail app.',BugReport
'I have had my gmail account for over 6 years now and for some reason the app or maybe even the site does not seem to be working correctly. It can never load my mail and it takes forever to finally get to read my emails.',BugReport
'It works but there are some glitches.  Definitely better than accessing gmail through the Internet.  Not enough emails are saved for when you are offline.  I should be able to access everything that has already been received when Im offline.',BugReport
'The GMail app is a great app Its user friendly and allows customization to fit your needs. But the BIGGEST problem is not being able to multi-task while playing a MP3 file.',BugReport
'Want to like this app but what good is an app that works maybe 60 of the time with no rhyme or reason when it will or will not work.  Sometimes on wifi or LTE it wont load.  Other times in 1G backwoods redneckville it works fine.  As reliable as a democrat politician.full of promise but as hollow as a hot air balloon',BugReport
'For the most part this app works great though there are some issues with it that I hope the developers fix.',BugReport
'Cannot disable conversation view.makes it nearly unusable.',BugReport
'This app is awful. Its extremely unhelpful because half of the time it wont load any emails or just pops up with an error message. Really considering deleting this soon as I keep waiting for an update to fix these crashes to no avail.',BugReport
'Cant swipe and not as easy to navigate as current version.',BugReport
'Latest update allows Swype keyboard however lacks general settings.  Cant change from archive to delete when swiping. ',BugReport
'Cant get an attachment to open. It just gives me a blank page with no way out of it.',BugReport
'While this app blocks most external images when you have that setting selected in web interfaces settings tab the Gmail for iOS app doesnt block or inform you of many tracking images i.e. Streak for Gmail extension.',BugReport
'Used to love the app but the last few days Ive been unable to get my inbox to load without uninstalling the app and reinstalling it. Very frustrating as this is my main method of communicating with my job.',BugReport
'I keep getting notifications of new emails however they will not load',BugReport
'Performance updates and bug fixes or similar wording isnt an update its filler. If youre squishing bugs tell me what those bugs are.',BugReport
'Slow. Gives me errors when I try to open emails. When I delete emails in the app sometimes they dont actually delete.',BugReport
'I find a glitch occasionally but I find the app is very dependable and I use it for over 90 of my email needs.',BugReport
'The new update has pages load at the bottom or middle of the page. It also opens up google maps at random when typing in the search bar. The app used to run well it needs to be fixed.',BugReport
'App never loads emails. It gives error messages all the time or the color wheel of death jus sits there and changes colors laughing and mocking you to your face Find a different email provider if you want youre email to load seamlessly cause Gmail is not it',BugReport
'Very hard to use. Every time I open a thread it does not show me the latest email rather than the email I received weeks ago. Takes forever for me to find the email.',BugReport
'Cant select all emails at once to delete several emails only individually which stinks for those of us who have no time to delete emails when they are received. ',BugReport
'The seemed to work fine for a long time. Then all of a sudden it stopped working as smoothly. Something Ive noticed occur is that Ill be notified of emails but then when I go to check my inbox and select the email it wont load. This is not a data issue. Its for sure Gmail just not functi',BugReport
'Normally I use this app on a regular basis however lately I have been unable to do so. The app crashes every time I try to use it. If I try to search it crashes. If I try to zoom out it crashes. My iOS is up to date my phone is otherwise in perfect working order and I have deleted and reinstalled the app several times with no change. At this point the app is useless.',BugReport
'Latest update broke my maps. I cant navigate anywhere from my signed in saved locations. Please fix asap. Tried resetting uninstalling hard reset everything.',BugReport
'It auto crashes when typing the first thing of a search. I closed it and restarted my phone and still does the same thing.',BugReport
'maps youve failed me  Ive never used the apple maps app because Google is just better - always with most things save designing an iOS  phone but Id HAD TO go with Apple or waze because as someone else noted the second you map actual directions it quickly crashes.  just crash boom no more mapping.  I use this at least 4 times a day - PLASE FIX ASAP  pretty please',BugReport
'Crashing crashing and crashing. Need to use the other app',BugReport
'Fix it google. It crashes every time I zoom out or search something. This most recent update  Ridiculously terrible.',BugReport
'Love google map but please fix what ever bug is causing it to crash ever time I try to get directions',BugReport
'This is my favorite navigation app but the most recent version crashes 910 times when I try starting a new route making it virtually unusable.',BugReport
'I relied on this app for years until the latest version started crashing. I have tried redownloading and it doesnt fix the issue. I have seen other comments asserting the same problem. Get your act together google',BugReport
'After the update the minute I search for something it crashes. Basically useless. Fix it please.',BugReport
'as a traveler i depend on google maps everyday. its invaluable. however as of the update on 11 february the app crashes every time I zoom out on the map -- kind of a big problem. please fix this google',BugReport
'This app will crash every time when I try to browse the map or do directions ',BugReport
'Yesterday afternoon when opening my trusty Google Maps app I noticed that as soon as I tapped the navigation arrow the app crashed. I deleted the app from my phone and re-downloaded it but the issue persists leading me to believe that its an issue with the latest app update.',BugReport
'Crash crash crash. Thats all this version does now. Please patch it',BugReport
'Updated to latest version on Feb 10 and since then it crashes every time I ask for a route. Tried uninstalling and reinstalling and that didnt help.',BugReport
'Any time I zoom in or out or move from area to area the app crashes. Other than that issue with the latest version this is one of my most frequently used apps.',BugReport
'For some reason the app keeps crashing as soon as I start zooming out or try to use navigation',BugReport
'Seriously it wont stop crashing. As soon as I try to move around or zoom inout the app crashes. Ive even done a hard reset to my phone and its still crashing.',BugReport
'After the update the app keep crashing when I start direction. Please fix it',BugReport
'Google Maps is my go-to GOS App. Unfortunately the newest version keeps crashing every time I try and create a route. Please fix ASAP',BugReport
'Im assuming this problem is with google maps and not my phone. When using google maps I keep having my phone turn off completely and it comes up with the no battery picture and wont turn on. I was road cycling once when it happened. Then I had to ride 3 hours before I could turn my phone back on. I plugged it in and had 60 battery left.',BugReport
'I can only use this app for a few seconds before it crashes This is happening after the latest update. I am in a foreign country and was relying on the app the get around Now I dont know what to do--Google please fix soon',BugReport
'Similar to other users app has started to crash every time the map zooms out. Tried removing the app and redownloading tried clearing settings within the app nothing works. Please fix it Google',BugReport
'I love google maps but this version crashes when Im trying to plot a course. Now I have to use Apple maps. Not cool.',BugReport
'Crashes every time. The latest update version 4.15.0 from 292106 crashes every time Ive used the app since the update. The app opens normal and searches for the location. However once you click to start the directions the new version of the app immediately crashes. Very disappointing because Google Maps has always been the most useful app. Hope the crash bug gets',BugReport
'Latest update keeps crashing during random times. It crashes each time I try get directions. This app is usually better than this.',BugReport
'After February 8th updated app is crashing when directions button is pressed. Wont allow directions to load all the way before crashing to home screen. Happens 99 of time. A couple times even just opening. Currently needing directions in California. Normally use this app 5-10x a day. Have to switch to Apple maps until fixed.',BugReport
'It doesnt work anymore before the update it was the most useful tool to travel now it closes everytime I try to find a place. Please fix it ',BugReport
'I dont understand why these apps need constant updates.  When it works dont brake.   This version keeps crashing which makes it useless.  Ill try to search a location and itll crash.  Ill try to zoom out and itll crash.  Its pointless to use if it doesnt work when I need it to.',BugReport
'Do NOT date the February 8 version. it kept crashing the app. Google sort it out please',BugReport
'I use google maps all the time for directions and this version DOES NOT WORK. Please fix ASAP',BugReport
'The app finds the location but crashes on my iPhone 5C as soon as I try to get driving route. Hope you can find a fix soon Hate to be without it.',BugReport
'Crashes when after entering itinerary view in car mode seems like a background issue',BugReport
'App has been crashing frequently on iPhone 6s Plus since the latest update. Crashes while panningzooming in  out.',BugReport
'It was a great app but now all it does is crashes  Please fix this  From 5 stars to 1 stars until they fix the update  ',BugReport
'I use Google Maps for everything. After the update its almost unusable. Please fix it.',BugReport
'Whenever I zoom out to see more than 4-5 miles the app quits abruptly. Additionally if I attempt to get directions to a place more than 2-3 miles from my location the app quits the same way abruptly. I really cant use the app anymore I have similar almost identical issues with both the iPad and iPhone versions of the app. ',BugReport
'Not sure if its the app or iOS but recently it has become useless. Anytime I search it crashes when showing the results. Have deleted and reinstalled on my iPad and iPhone. It was my default map until this.',BugReport
'I used to love Google maps. Used it all the time. But in the last few days just like other people have reviewed on here it keeps crashing. I go to get directions and it crashes. I search for a location that two days ago I could search easily and it crashes. I search for movie theatres and it crashes.',BugReport
'This last update wont even finish loading. Wish I read all the negative comments before pressing update. Dont update your your Google maps just yet. Someone at Google screwed up the app Google needs to get this fixed ASAP',BugReport
'App crashes whenever I try to zoom in or out on map',BugReport
'Version 4.15.0 installed on the 8th and since then the app crashes whenever attempting to navigate  zoom out or in away from home screen after launch. Some troubleshooting forums place blame on ios and recommend re-installing or deleting saved locations neither of which is an acceptable resolution. I recommend bypassing this version upgrade until the next one addresses this. GMaps is a must-use daily app for me and the problem is extremenely inconvenient.',BugReport
'I was unable to update the app but finally did. I checked to see if there may be any problems like crashing. There were none. I had to delete it at the start but could not get it to install. Some times ones internet provider can mess things like this up. Maybe for those of you who are having installation problems may want to turn your wifi off on your devices and switch it back on. Then wait a while before trying to install it. Thats what I finally did. If that doesnt work then it is the app.',BugReport
'I am using iPhone 6. After the newest update every time I try to zoom in a map the app crashes. Please fix it thanks',BugReport
'This version crashes every time I use it.  Im on iOS 9.2.1.',BugReport
'I really like Google Maps It is a much better app than Apples Map app. However the latest update will not install on my iPhone. It gets stuck during the installation process. I cant even remove the app from my iPhone to attempt a re-installation. Please fix this asap',BugReport
'Always extensively used this app over any other but 2 days ago whenever I try to activate guidance it just crashes. Have reinstalled the app and didnt fix it. No good for someone who travels a lot and has become so reliant upon this app. Back to iPhone app it has to be.',BugReport
'Keeps crashing when trying to view Cozumel Mexico. I have restarted many time and crashed many more.',BugReport
'Ever since the latest update my app keeps crashing.',BugReport
'Somethings wrong- used to be my go to app for Nav. It keeps crashing every time- restart deleted and reinstalled- not fixing the problem. ',BugReport
'After updated the app keeps crashing on my iPhone 5s Please fix this asap',BugReport
'By far the best maps app love saved places.but the latest update 4.15.0 broke it If you have any saved places it will crash as you zoom. Fix is to sign out of your google account not ideal but will work until the next update. Always been a 5 star app until this update Quick google please dont leave me having to use Apple maps',BugReport
'In the past few days every time I try to select a route the app immediately crashes. Please update',BugReport
'I love this app but the latest up causing it to keep crashing. It is now completely useless to use. I have tried reinstalling and restarting my phone but nothing seems to fix it. I hope this gets resolved soon',BugReport
'Please fix it. It wont update Ive tried deleting it but it doesnt let me. Must be fixed ASAP',BugReport
'New update crashes and Im on a 10-day road trip. Lousy timing  ',BugReport
'The app crashes when I do a search and has made the app useless.',BugReport
'Every time I try to navigate anywhere it just crashes Please fix',BugReport
'Current version crashes constantly when trying to navigate or search for businesses. Having to use alternate products in the interim. Get on this Google',BugReport
'This was my go to gps program for unfamiliar places.  I travel 600 miles a week. New version keeps crashing. Unusable even after three reinstalls.  Please fix it.',BugReport
'This version have serious problems. Every time I zoom out it crash. And the routing is not work properly. Weakest version ever ',BugReport
'No idea what happened since this morning but the app crashes every time I try to use it to navigate back to my hotel. It worked fine for the last three days and now its entirely broken. Ive power cycled reinstalled and attempted to contact their support. Time to find a replacement.',BugReport
'Okay let me preface this with saying I LOVE Google Maps. However ever since installing the latest update it has starting crashing ALL the time. Seems like whenever I zoom out to city level it crashes. Same when searching for something. This is really annoying. Already tried reinstalling the app but it didnt help. Please fix',BugReport
'The app keeps crashing whenever I try to get directions or change the zoom',BugReport
'Any time I try to zoom out the app crashes. v4.15.0',BugReport
'What the heck  Trying use google maps app but now the app keeps disappearing when I click on the icon to start directions.  Was working fine until this past weekend.  Whats going on Google andor Apple  Never had any problems until now.  It was my go to map app.  Guess Ill have to change to a different one now.  Anyone know why this is happening  So will have to change the rating to  now instead of .  And  down.',BugReport
'Tried finding directions and it kept crashing on me  Google is normally pretty good so Im really disappointed  please fix it',BugReport
'I love google maps and its my go-to for many things. But after the recent update it crashes as soon as I zoom or move around a little. I need to check traffic right now and I cant see it I dont want to use Apple maps Please fix this',BugReport
'The Feb. 8th update crashes whenever you try to zoom out. Very frustrating if youre trying to check traffic.',BugReport
'Please fix whatever you broke in the last update. Its constantly closing and crashing when I try to select a location or navigate.',BugReport
'The latest update seems to have caused my app to open I can select a route and when I go to actually obtain a route it shuts off.  Please fix',BugReport
'Crashes any time I zoom out on a map or enter a route thats more than 5 miles away. Please fix',BugReport
'This update has crashed every time I open it. While searching for restaurants in the local area it will crash. If I get far enough to select a destination it crashes when I push the button to navigate. I even deleted and re-downloaded and it still isnt working. Just need to fix the crashing. Google maps is great it just cant be used because it keeps crashing.',BugReport
'Google maps has been my go to navigation app for several years. Ive been extremely satisfied with it. However this morning I discovered that when I search for an address using my voice and then select a result the app will crash. I sincerely hope this gets fixed sooner rather than later.',BugReport
'It will search the destination just fine but every time i hit the navigate button the app crashes. Rebooted the iPhone and deleted and reinstalled the app and it still does it. This is an app I use every day and its been unusable for the last 72hours. Using alternatives like waze and apple maps until it gets fixed.',BugReport
'Whatever you did with this update UNDUE it please As soon as you try to route your trip the app crashes.  Worthless until an update fixes it.  Come on Google',BugReport
'Updated app and now crashes when a destination is loaded',BugReport
'Its nearly impossible to use the new version of the app. It crashes all the time you are zooming in or out. Please fix it',BugReport
'Latest update poor and makes app crash and restart EVERY TIME',BugReport
'Was working wonders until the latest update on Feb 9 2016.  Now the app just crashes within seconds of a location or direction search.  ',BugReport
'Google maps works fine if Im not logged into my account but as soon as I log in and try to use it the app crashes. Ive reinstalled the app and even went so far as to wipe my phone and install everything from scratch still crashes. Is there a fix coming',BugReport
'Current version as of 822016 keeps crashing constantly. App is great though.',BugReport
'Im dying. I live by Maps and after the last update it crashes as soon as I zoom out from my current position or try to route.',BugReport
'Please fix this update is crashing the app and is not letting me even navigate anything on it I depend so much in Google male please fix this problem I have Apple version 6 and I wish I hadnt updated it',BugReport
'The app crashes when you pick a place and start driving directions. Please fix it for iPhone 6',BugReport
'Most recent release crashes my iPhone EVERY time I request a route - it closes immediately.  This app is what I use daily to navigate  Fix this bug',BugReport
'There is something wrong with the last update. Its gets stuck when is finishing the installation. We all will really appreciate if there is a fix to this problem. ',BugReport
'Im on a 64gb IPhone 6S and today it just started crashing every time I started navigation with location services. Please fix it is unusable now.',BugReport
'Every time I start my route it force closes. I uninstalled and reinstalled and still closes. I use this app every day to go to work and it failed me today. Please fix asap',BugReport
'New version crashes when you zoom out. iPhone 5 running latest ios.',BugReport
'Since the update this app crashes every time I move the map or do a search. It is totally unusable. There is also no way of contacting app support for this for these bugs.',BugReport
'My once favorite and reliable Google Maps is now immediately crashing since being updated.',BugReport
'Uninstall and reinstalled and still freezes and shuts down since last update. ',BugReport
'I have used this app for years and loved it. Recently it completely stopped working. The app shuts down every time I press start to go to my destination. I even tried deleting the app and uploading it again with no luck.',BugReport
'Google Maps automatically updated 4 days ago. Now the app remains permanently locked in an endless update loop. Google Maps doesnt work anymore. One star is what is deserves and I gave it two only because it used to be a good app.',BugReport
'Was good and dependable. But half year ago it dalayed and got me lost. Then now it crushed every time I try to find a place. Awful',BugReport
'The latest update will not compete rendering the app completely useless. It just doesnt work  Who QAd this  Several attempts to install have failed so back to Waze and the dreaded Apple maps.',BugReport
'I have iPhone 5s with latest iOS installed . On zooming out or starting navigation it closes unexpectedly .',BugReport
'Really it deserves no stars as it will no longer load. Oddly enough it cant be deleted either. The short time it worked it wasnt bad.',BugReport
