@relation C__Users_nisha_Desktop_Weka_BOF_Training

@attribute text string
@attribute @@class@@ {BugReport,FeatureRequest,Other}

@data
'Feeling Locative_relation Medical_conditions Change_position_on_a_scale Temporal_collocation Appearance Means Death',BugReport
'Ranked_expectation Activity_ongoing Cause_to_continue Motion Direction',BugReport
'Experiencer_focus Age Secrecy_status',BugReport
'Possession Eclipse Behind_the_scenes Temporal_collocation',BugReport
'Experiencer_obj Secrecy_status Locative_relation Compatibility Duration_attribute Building_subparts Physical_artworks Temporal_collocation Becoming Taking_sides Buildings Assistance',BugReport
'Getting Attempt Using Statement Intentionally_act Getting Cardinal_numbers Temporal_collocation Intentionally_act',BugReport
'Causation Frequency Locale Locative_relation Motion_noise Death',BugReport
'People Quantity Motion Quantity Calendric_unit Relative_time Sole_instance Stimulus_focus Predicament Age Increment Political_locales Stimulus_focus Ordinal_numbers Buildings Leadership',BugReport
'Working_on Desirability Calendric_unit Temporal_collocation Placing Needing Resolve_problem Locative_relation Cause_change_of_position_on_a_scale Weapon',BugReport
'Needing Resolve_problem Impact Bringing Temporal_collocation Manipulate_into_shape Temporal_collocation Motion_noise',BugReport
'Degree Ambient_temperature Locale_by_use Temporal_collocation Calendric_unit Ranked_expectation',BugReport
'Desirability Temporal_collocation Process_start Activity_pause Locative_relation Causation Death',BugReport
'Experiencer_obj Secrecy_status Locative_relation Compatibility Duration_attribute Building_subparts Physical_artworks Temporal_collocation Becoming Taking_sides Buildings Assistance',BugReport
'Event Earnings_and_losses Achieving_first Getting Using Activity_finish',BugReport
'Quantity Certainty People Frequency Becoming_aware Temporal_collocation Temporal_subregion Roadways Gathering_up Achieving_first Intentionally_act Cause_change_of_position_on_a_scale Electricity Buildings',BugReport
'Perception_active Sending Performers_and_roles Attempt Secrecy_status Social_connection Predicament Judgment_direct_address',BugReport
'Stimulus_focus Performers_and_roles Frequency Cause_impact Architectural_part Temporal_collocation Change_tool People_along_political_spectrum Correctness',BugReport
'Ordinal_numbers Using Electricity Locative_relation Temporal_collocation Getting Identicality Capability Capability Process_end Identicality Measure_duration Leadership Locative_relation',BugReport
'Building_subparts Shoot_projectiles Secrecy_status Cause_harm Locative_relation',BugReport
'Grant_permission Departing Body_movement Contacting Activity_pause Desirability',BugReport
'Finish_competition Quantity Progress Departing',BugReport
'Commerce_buy Becoming Judgment_communication Getting Quantity Cardinal_numbers Contacting Sending People',BugReport
'Activity_ongoing Being_in_effect Social_connection Predicament Stimulus_focus',BugReport
'Measure_duration Intentionally_act Type Manufacturing Contacting System Possession Cardinal_numbers Response Temporal_collocation Cause_temperature_change Locative_relation',BugReport
'Temporal_collocation Architectural_part Compatibility',BugReport
'Time_vector Activity_finish Achieving_first Residence Temporal_collocation Purpose',BugReport
'Placing Predicament Using Placing Locative_relation Timespan Becoming Being_obligated People_by_vocation Obviousness Buildings Leadership Cardinal_numbers Age Cardinal_numbers Quantity Electricity Becoming Temporal_collocation Secrecy_status Age Operating_a_system',BugReport
'Required_event Temporal_collocation Rank Time_vector Cardinal_numbers Purpose Becoming Cardinal_numbers Cardinal_numbers Achieving_first',BugReport
'Sole_instance Predicament Relational_quantity Timespan Activity_pause Temporal_collocation Performers_and_roles',BugReport
'Grant_permission Travel Cotheme Locative_relation Continued_state_of_affairs Activity_pause Death',BugReport
'Quantity Desirability Removing Offenses Finish_competition Quantity Achieving_first Earnings_and_losses Activity_pause',BugReport
'Experiencer_focus Frequency Timespan Attempt Secrecy_status Secrecy_status',BugReport
'Using Frequency Measure_duration Attempt Installing Statement Predicament',BugReport
'Being_obligated Possession Predicament Removing Sufficiency Position_on_a_scale Quantity Temporal_collocation Temporal_collocation Cause_change Temporal_subregion Degree Speed Bringing Increment Means',BugReport
'Personal_relationship Desiring Performers_and_roles Relative_time Commerce_buy Size Achieving_first Aggregate Calendric_unit Time_vector Frequency Getting Quantity Achieving_first Quantity Removing Locative_relation',BugReport
'Required_event Possession Emotions_of_mental_activity Measure_duration Temporal_collocation Finish_competition Activity_resume',BugReport
'Process_continue Process_continue Calendric_unit Being_employed Desirability Cardinal_numbers Calendric_unit Time_vector Process_start Removing Quantity Individual_history Getting Cardinal_numbers Cardinal_numbers Using',BugReport
'Measure_duration Grant_permission Secrecy_status Being_employed Temporal_collocation Stimulus_focus Assistance Being_employed Temporal_collocation Thwarting',BugReport
'Purpose Process_completed_state Evidence Temporal_collocation Rank',BugReport
'Needing Predicament Temporal_collocation Intoxicants Process_end Cause_to_continue Operating_a_system Speed',BugReport
'Undergo_change Cardinal_numbers Predicament Used_up Calendric_unit Intentionally_act Purpose Getting Achieving_first Temporal_collocation Possession Achieving_first Buildings Part_whole',BugReport
'Quantity Commerce_buy Quantity Achieving_first Gathering_up',BugReport
'Temporal_collocation Motion Attempt_suasion Taking_sides Motion Taking_sides',BugReport
'Existence Temporal_collocation Performers_and_roles Frequency Timespan Process_end Intentionally_create Perception_experience Similarity Behind_the_scenes Attributed_information',BugReport
'Working_on Possession Quantity Temporal_collocation Weapon Taking_sides Possession',BugReport
'Revenge Degree Stimulus_focus Earnings_and_losses Achieving_first Quantity Departing Temporal_collocation Achieving_first Evidence',BugReport
'Achieving_first Categorization Using Temporal_collocation Arriving Achieving_first',BugReport
'Attempt Secrecy_status Motion Performers_and_roles Storing',BugReport
'Being_obligated Possession Activity_pause Temporal_collocation Judgment Predicament Capability State_continue',BugReport
'Certainty Linguistic_meaning Self_motion Electricity Measure_linear_extent Filling Locative_relation Quantity Temporal_collocation Achieving_first Usefulness Change_position_on_a_scale Change_position_on_a_scale',BugReport
'Using Working_on Temporal_collocation Impact Becoming',BugReport
'Stimulus_focus Resolve_problem Getting Relative_time Color',BugReport
'Getting Relational_quantity Quantity Causation Sensation Quantity Relational_quantity Causation',BugReport
'Frequency Performers_and_roles Frequency Change_position_on_a_scale Temporal_collocation',BugReport
'Working_on Correctness Achieving_first Frequency Bringing Earnings_and_losses Desiring Capability Predicament',BugReport
'Sounds Becoming Temporal_collocation Social_connection',BugReport
'Desirability Becoming Quantity Emotion_directed',BugReport
'Experiencer_focus Temporal_collocation Response Removing Intentionally_act',BugReport
'Required_event Attempt Secrecy_status Locative_relation Frequency Ordinal_numbers Temporal_collocation Quitting Compatibility Taking_sides Contacting Buildings',BugReport
'Temporal_collocation Performers_and_roles Impact Increment Desirability',BugReport
'Importance Measure_duration Bringing Being_attached Achieving_first Cardinal_numbers Temporal_collocation Possession',BugReport
'Using Secrecy_status Cardinal_numbers Measure_duration Building_subparts Eclipse Body_movement Direction',BugReport
'Existence Timespan Temporal_collocation Removing Manufacturing Amassing Change_position_on_a_scale Natural_features Change_position_on_a_scale Temporal_collocation Cause_change',BugReport
'Secrecy_status Contacting',BugReport
'Existence Using Locative_relation Motion_noise Temporal_collocation Attempt Using',BugReport
'Experiencer_focus Stimulus_focus Temporal_collocation Thwarting Stimulus_focus Predicament Judgment_direct_address',BugReport
'Activity_start Locative_relation Calendric_unit Being_employed Motion',BugReport
'Existence Frequency Sounds Temporal_collocation Type Operating_a_system',BugReport
'Frequency Timespan Desiring Resolve_problem Importance Predicament Purpose Quantity Part_whole',BugReport
'Capability Sending Inspecting Dimension Measure_duration',BugReport
'Amassing Architectural_part',BugReport
'Contacting Removing Duration_attribute Timespan Placing Perception_experience Telling',BugReport
'Capability Sending Possession',BugReport
'Continued_state_of_affairs Capability Grasp Quantity Membership Bringing Gizmo',BugReport
'Arriving Progress Buildings Frequency Quantity Substance Motion Cause_to_resume Contacting',BugReport
'Quantity Cardinal_numbers',BugReport
'Relational_quantity Statement Similarity Secrecy_status Stimulus_focus Attempt Time_vector',BugReport
'Grasp Capability Intentionally_create Protecting Social_connection Frequency',BugReport
'Gizmo Body_movement Getting Sending',BugReport
'Relational_quantity Causation Capability Departing Statement Intentionally_act Quantity Intentionally_act Bringing Gizmo Being_operational',BugReport
'Continued_state_of_affairs Increment Questioning Locating Personal_relationship Contacting Contacting Removing Commitment',BugReport
'Relative_time Capability Categorization Amassing',BugReport
'Ordinal_numbers Scrutiny Personal_relationship Placing Amassing Stimulus_focus Resolve_problem',BugReport
'Desiring Intentionally_act Text_creation Intentionally_act',BugReport
'Cause_to_continue Social_connection Locative_relation Being_operational Increment',BugReport
'Similarity Statement People Categorization People Active_substance',BugReport
'Using Cardinal_numbers Capability Capability Sending Architectural_part',BugReport
'Contacting Grasp Increment Possibilities Working_on',BugReport
'Degree Difficulty Cause_change_of_position_on_a_scale Event Gizmo Possession',BugReport
'Performers_and_roles Possession Social_connection Intentionally_act',BugReport
'Quantity Getting Quantity Telling Perception_experience Experiencer_focus Contacting Sending Existence',BugReport
'Grant_permission Sending Increment Architectural_part Sending',BugReport
'Motion Cardinal_numbers Performers_and_roles Cardinal_numbers Appearance Possession Network Point_of_dispute',BugReport
'Capability',BugReport
'Capability Using Scrutiny Relational_quantity Cardinal_numbers Measure_duration',BugReport
'Using Working_on Usefulness Getting Working_on',BugReport
'Increment Cardinal_numbers Timespan Cause_to_continue Statement',BugReport
'Undergo_change Cardinal_numbers Performers_and_roles Experiencer_focus Offenses',BugReport
'Halt Sole_instance Possibilities Military Social_connection Existence Manufacturing Being_employed',BugReport
'Halt Sole_instance Possibilities Military Social_connection Existence Manufacturing Being_employed',BugReport
'Degree Desirability Means Natural_features Timespan Capability Resolve_problem',BugReport
'Experiencer_focus Sole_instance Emotion_directed Getting Familiarity Contacting Earnings_and_losses Quantity Food Capability Getting Taking_sides',BugReport
'Giving Performers_and_roles Activity_pause Locative_relation',BugReport
'Direction Increment Desirability',BugReport
'Giving Performers_and_roles Activity_pause Locative_relation',BugReport
'Required_event Aggregate Capability Placing Health_response Buildings Desirability Cause_change Contacting Becoming_aware Undergo_change Placing Manufacturing',BugReport
'Possession Cardinal_numbers Continued_state_of_affairs Capability Cause_to_resume Sole_instance Cardinal_numbers Timespan',BugReport
'Cardinal_numbers Performers_and_roles Concessive Experiencer_focus Relational_quantity Commerce_buy Aggregate Experiencer_focus Expertise Cardinal_numbers Measure_duration Relative_time Continued_state_of_affairs Possession',BugReport
'Activity_done_state Measure_linear_extent Obviousness Statement Activity_done_state Capability Motion Relative_time',BugReport
'Frequency Causation Capability Cause_to_continue Statement',BugReport
'Intentionally_act Usefulness Operating_a_system Cause_change Gizmo Change_position_on_a_scale',BugReport
'Attributed_information Getting Achieving_first Used_up Sole_instance Possession',BugReport
'Time_vector Possession Achieving_first Continued_state_of_affairs Purpose Removing Process_completed_state',BugReport
'Mental_property Capability Getting Locative_relation',BugReport
'Continued_state_of_affairs Capability Rejuvenation Achieving_first Age Installing',BugReport
'Getting Increment Achieving_first Placing Quantity Evidence Commerce_buy',BugReport
'Possession Increment Achieving_first Inhibit_movement',BugReport
'Working_on Awareness Reason',BugReport
'Measure_duration Frequency Departing Possession Frequency Timespan Departing Capability Performers_and_roles',BugReport
'Partitive Performers_and_roles Increment Gizmo Grasp Reason Being_employed Contacting Residence Removing Stimulus_focus Assistance Compatibility Contacting',BugReport
'Capability Placing Measure_duration Stimulus_focus Predicament',BugReport
'Quantity Point_of_dispute Impact Using Frequency Usefulness',BugReport
'Quantity Impact Cause_to_fragment Statement Cause_motion Rejuvenation Degree',BugReport
'Similarity Temporal_collocation Cause_change Contacting Activity_pause Contacting Desirability Intentionally_act',BugReport
'Installing Being_attached Measure_duration Quantity Assistance',BugReport
'Becoming Aggregate Eclipse Statement Natural_features Information Impact Increment',BugReport
'Ordinal_numbers Measure_duration Measure_duration Impact Point_of_dispute Amassing Emotion_directed Frequency Usefulness Bungling Ambient_temperature',BugReport
'Age Being_attached Installing Relative_time Cardinal_numbers Calendric_unit Activity_finish Installing Familiarity Stimulus_focus Predicament Cause_motion Using Increment Scrutiny Experiencer_focus Mental_property Ordinal_numbers Measure_duration Event Stimulus_focus',BugReport
'Quantity Continued_state_of_affairs Change_tool Removing People_along_political_spectrum Correctness Removing Time_vector',BugReport
'Frequency Experiencer_focus Using Temporal_collocation Being_attached Cardinal_numbers Measure_duration',BugReport
'Being_obligated Becoming Using Motion_noise Frequency Temporal_collocation Contacting Using Relative_time Cardinal_numbers Reason Feeling Inclusion Food Relative_time Cardinal_numbers Building Compliance Stimulus_focus Sending Quantity Taking_sides Travel',BugReport
'Measure_duration Relational_quantity Possession Choosing Using Intentionally_act Activity_finish Installing Process Using Awareness Likelihood Degree Position_on_a_scale Capability Activity_finish Installing Using Using Using Continued_state_of_affairs Intentionally_act Installing Relative_time Quantity Calendric_unit Travel Cause_to_make_progress Timespan Cause_change_of_position_on_a_scale Hostile_encounter Opinion',BugReport
'Departing Correctness Predicament Capability Sole_instance Perception_experience Cardinal_numbers Part_whole Capability Locative_relation Direction Being_located Morality_evaluation',BugReport
'Desirability Temporal_collocation Being_operational Being_attached Relative_time Calendric_unit Attempt Quantity Capability Appearance Activity_finish Installing Temporal_collocation Political_locales',BugReport
'Being_attached Undergo_change Calendric_unit',BugReport
'Process_continue Quantity Statement Possession Experiencer_obj Temporal_collocation Inspecting Grasp Intentionally_act Possession Perception_experience Getting Emotion_directed Reason Intentionally_act Statement Intentionally_act',BugReport
'Statement Resolve_problem Point_of_dispute Activity_ongoing Possession Idiosyncrasy Locale_by_use',BugReport
'Arriving Temporal_collocation Relational_quantity Increment Increment Buildings Speed Relational_quantity Being_necessary Possession Point_of_dispute Time_vector Competition Travel Partiality Travel Taking_time Concessive Capability Continued_state_of_affairs Cause_change Relational_quantity Information Earnings_and_losses',BugReport
'Departing Locale_by_use Contacting Text Sign_agreement Social_connection Cause_motion Taking_sides Temporal_collocation Resolve_problem',BugReport
'Type Impact Frequency Timespan Secrecy_status Capability Shoot_projectiles Installing Stimulus_focus Predicament',BugReport
'Attempt Being_attached Installing Intentionally_act Calendric_unit Using',BugReport
'Type Launch_process Activity_pause Motion_noise',BugReport
'Manipulation Direction Inclusion Sufficiency Health_response Attempt Intentionally_act Taking_sides Locative_relation Businesses',BugReport
'Being_attached Relative_time Quantity Calendric_unit',BugReport
'Reason Age Temporal_collocation Network Impact Capability Communication_response Possession Quantity Increment Point_of_dispute Impact',BugReport
'Using Desirability Relative_time Relative_time Locating Relational_quantity Likelihood Using Quantity Diversity Desirability Motion Taking_sides Relative_time Departing Cardinal_numbers Locative_relation First_rank Predicament Arriving Placing Network Contacting Direction',BugReport
'Frequency Concessive Relative_time Type Cardinal_numbers Size Point_of_dispute Type',BugReport
'Impact Placing Contacting Degree Wealthiness Perception_experience Age Type Cause_to_continue Placing Contacting Self_motion Increment Direction',BugReport
'Shoot_projectiles Removing Becoming Sole_instance Event Relative_time Stimulus_focus Predicament',BugReport
'Frequency Existence Arriving Age Cogitation Motion Taking_sides Travel Desirability Contacting Quantity Part_orientational Relational_quantity Relational_quantity Age Opinion Locative_relation Cause_change Locative_relation Change_position_on_a_scale Taking_sides Contacting Measure_duration Measure_duration Degree Temporal_collocation Reading Duration_attribute Contacting Resolve_problem',BugReport
'Required_event Required_event Contacting Quantity Removing Part_orientational Temporal_subregion Contacting Reason Duration_attribute Predicament Deserving Quantity',BugReport
'Contacting Intentionally_act Placing Using Speed Usefulness Intentionally_create Travel Manipulation Leadership',BugReport
'Required_event Being_up_to_it Arriving Type Appearance Placing Quantity Contacting Part_orientational Perception_experience Frequency Perception_experience Perception_active Contacting Placing Being_located Concessive Waiting Sole_instance Coming_to_believe Contacting Intentionally_act Quantity Relative_time Locale Needing Resolve_problem',BugReport
'Being_obligated Social_connection Cause_to_end Temporal_collocation Time_vector Secrecy_status Locative_relation Measure_duration Time_vector Successful_action Event Rejuvenation Closure Usefulness Frequency Secrecy_status Quantity Sufficiency Relational_quantity Resolve_problem Exchange',BugReport
'Individual_history Inclusion Source_of_getting Contacting Arriving Locative_relation Secrecy_status Contacting Removing Individual_history People_along_political_spectrum Taking_sides Calendric_unit Certainty Reason Event Compatibility Intentionally_act Grasp Event Increment Frequency Using Relative_time Point_of_dispute Using Dimension Change_tool',BugReport
'Ordinal_numbers Quantity Locale_by_use Temporary_stay Weapon Ordinal_numbers Contacting Placing Contacting Occupy_rank',BugReport
'Temporal_collocation Increment Compliance Motion_noise Possession Compatibility Position_on_a_scale Amassing Frequency Food Becoming Desirability Being_attached Age Type Usefulness',BugReport
'Halt Self_motion Part_orientational Contacting Locating Increment Predicament',BugReport
'Relative_time Compliance Secrecy_status Grant_permission Being_attached Experiencer_focus Increment Experiencer_focus Becoming Temporal_collocation',BugReport
'Change_position_on_a_scale Quantity Increment Point_of_dispute Removing Becoming Impact Usefulness Being_employed',BugReport
'Predicament Familiarity Contacting Quantity Quantity Time_vector Self_motion Quantity Roadways Direction Stimulus_focus Stimulus_focus Predicament',BugReport
'Desirability Continued_state_of_affairs Temporal_collocation Possession Point_of_dispute Locative_relation Contacting Amassing Placing Relational_quantity Causation Using Contacting Timespan Quantity',BugReport
'Relative_time Degree Taking_time Placing Impact Frequency',BugReport
'Relational_quantity Possession Measure_duration Temporal_collocation Emotion_directed Impact Calendric_unit Motion Taking_sides Travel',BugReport
'Being_obligated Placing Network Contacting Process_start Locative_relation Degree Part_orientational Stimulus_focus Quantity Means Occupy_rank',BugReport
'Using Desirability Cause_change Desiring Using Travel',BugReport
'Temporal_collocation Performers_and_roles Event',BugReport
'Using Gizmo Calendric_unit Cardinal_numbers Posture Travel',BugReport
'Ordinal_numbers Possession Quantity Frequency Contacting Part_orientational Quantity Calendric_unit Predicament Businesses Required_event Resolve_problem Measure_duration',BugReport
'Relative_time Relative_time Cardinal_numbers Earnings_and_losses Scrutiny Capability Being_employed Desirability Temporal_collocation Compliance Cardinal_numbers Quantity Experiencer_focus Being_employed Being_operational Locative_relation Intentionally_act Quantity Being_necessary Cause_change Appearance Required_event Compliance Quantity Timespan Waiting Perception_experience Dimension Have_as_requirement Timespan Resolve_problem',BugReport
'Existence Required_event Secrecy_status Statement Scrutiny Intentionally_act State_continue Individual_history Temporal_collocation Secrecy_status Scrutiny Continued_state_of_affairs Temporal_collocation Quantity Body_movement Obviousness Scrutiny Individual_history Temporal_collocation Capability Locating Scrutiny Information Statement Resolve_problem Temporal_collocation Certainty Scrutiny',BugReport
'Evidence Type Sufficiency Dimension Estimating Frequency Operational_testing Type Dimension Gizmo',BugReport
'Contacting Degree Taking_time Locative_relation Color Ordinal_numbers Stimulus_focus Appearance Placing First_experience Releasing Required_event Relational_quantity Relational_quantity',BugReport
'Age Required_event Intoxicants Cause_change_of_position_on_a_scale Contacting Temporal_collocation Perception_experience Age',BugReport
'Required_event Required_event Difficulty Usefulness Difficulty Using Exchange Removing Sufficiency Temporal_collocation Desiring Secrecy_status Connectors Increment Intentionally_act Self_motion Temporal_collocation Difficulty Taking_sides Frequency Hostile_encounter Working_on Location_of_light Part_orientational Speed Intentionally_act Desirability Being_employed History',BugReport
'Causation Activity_ongoing Possession Point_of_dispute Cause_to_continue Cause_temperature_change Locative_relation Killing Offenses Relational_quantity Means Frequency Measure_duration Secrecy_status Attempt Placing Process_start Cause_temperature_change Locative_relation Killing Offenses Increment Frequency Waiting Capability Predicament Point_of_dispute Resolve_problem Point_of_dispute Temporal_collocation Using Measure_duration Source_of_getting Capability Motion Quantity Locale Locative_relation Relational_quantity Attempt Becoming',BugReport
'Measure_duration Attempt Familiarity Type Operational_testing Locative_relation Secrecy_status Age Frequency Timespan Experiencer_obj Perception_experience Secrecy_status Type Identicality Removing Amassing',BugReport
'Required_event Name_conferral Cause_impact People Capability Predicament Point_of_dispute Temporal_collocation',BugReport
'Quantity Timespan Grinding Travel Point_of_dispute Continued_state_of_affairs Event Frequency Placing Completeness Contacting Social_connection Temporal_collocation Attempt Change_tool Increment',BugReport
'Process_continue Intentionally_act Existence Intentionally_act Coming_to_believe Contacting Placing Quantity Self_motion Part_orientational Impact Occupy_rank Speed Motion Taking_sides Correctness Calendric_unit',BugReport
'Frequency Age Desirability Contacting Placing Motion Relative_time Contacting Scrutiny Part_orientational Contacting Removing Information Experiencer_focus Giving Personal_relationship Measure_duration Grasp Predicament Temporal_collocation Telling Predicament',BugReport
'Quantity Placing Network Contacting Impact Stimulus_focus Social_connection Desirability Travel',BugReport
'Undressing Ordinal_numbers Activity_finish Earnings_and_losses Perception_experience Placing Earnings_and_losses Measure_duration Buildings Contacting Intentionally_act Intentionally_act',BugReport
'Required_event Quantity Relative_time Type Capability State_continue Text Measure_duration Temporal_collocation Motion Measure_duration Project Calendric_unit',BugReport
'Existence Being_obligated Shoot_projectiles Temporal_collocation Desirability Using Capability Awareness Quantity Frequency Relative_time Desirability Impact Taking_sides Closure Getting Type Submitting_documents Sole_instance Timespan Relational_quantity Contacting Motion Secrecy_status Travel Travel Cause_motion Using Using Deserving',BugReport
'Required_event Contacting Quantity Placing Part_orientational Temporal_subregion Contacting Stimulus_focus Temporal_collocation Occupy_rank',BugReport
'Relative_time Causation Contacting Placing Time_vector Rank Relative_time Contacting Motion Buildings Quarreling Take_place_of Travel',BugReport
'Contacting Placing Part_orientational Increment Political_locales Temporal_collocation Impact Taking_sides Frequency Compatibility Taking_sides Identicality Contacting Individual_history Desirability',BugReport
'Activity_pause Locative_relation Motion Taking_sides Desirability Relational_quantity',BugReport
'Quantity Possession Quantity Predicament Attempt Calendric_unit Time_vector Attempt Relative_time Quantity Calendric_unit Cause_change Quantity Progress Grant_permission Capability Intentionally_act Coming_to_believe Motion Taking_sides Travel',BugReport
'Contacting Placing Speed Make_cognitive_connection Quantity Locale_by_use Arriving Cardinal_numbers Timespan Removing Offenses Manufacturing Ranked_expectation Contacting Using Measure_duration Frequency Point_of_dispute Ordinal_numbers Subjective_influence Stimulus_focus Motion Taking_sides Relative_time Type',BugReport
'Desirability Impact Relational_quantity Frequency Quantity Desirability Intentionally_act Locale_by_use Increment Placing Make_noise Make_cognitive_connection Frequency Removing Contacting Motion',BugReport
'Compatibility Impact Frequency Opinion Capability Intentionally_create Desirability',BugReport
'Type Taking_time Impact Increment Relative_time',BugReport
'Change_of_leadership Cardinal_numbers Self_motion Cardinal_numbers Predicament',BugReport
'Being_obligated Secrecy_status Type Opinion Evidence Relative_time Sent_items Secrecy_status Change_position_on_a_scale Undergo_change Sent_items Getting',BugReport
'Sole_instance Contacting Quantity Self_motion Quantity Means Part_orientational Closure Quantity Sending Intentionally_act Make_cognitive_connection Becoming Occupy_rank Part_orientational Contacting Compliance Causation Relational_quantity Operational_testing Intentionally_act People Motion Locative_relation Inspecting Grasp Being_operational Relational_quantity Desirability',BugReport
'Being_obligated Desirability Locative_relation System Event_instance Temporal_collocation Desirability Sufficiency Manufacturing Desiring',BugReport
'Getting Desirability Frequency Temporal_collocation Relative_time Scrutiny Bringing Contacting Quantity Part_orientational Occupy_rank Arriving Frequency Quantity Morality_evaluation Locale Contacting Take_place_of Point_of_dispute Speak_on_topic Buildings Statement Continued_state_of_affairs Existence Opinion',BugReport
'Secrecy_status Familiarity Quantity Contacting Direction Temporal_collocation Locative_relation Age Age Locative_relation Sufficiency Appearance Required_event Difficulty Hunting_success_or_failure Operational_testing Increment Point_of_dispute Giving Roadways Using Travel Resolve_problem',BugReport
'Relative_time Cause_motion Using Travel Contacting Becoming Quantity Part_orientational Contacting Temporal_subregion Activity_start Temporal_collocation Relative_time Calendric_unit',BugReport
'Relative_time Placing Motion Network Bringing Temporal_collocation',BugReport
'Quantity Usefulness Using Ordinal_numbers Cardinal_numbers Importance Estimating Temporal_collocation Bungling Difficulty Becoming Using Temporal_collocation Taking_time Intentionally_act Likelihood Using',BugReport
'Relational_quantity Process_continue Degree Desiring Placing Cardinal_numbers Means Contacting Importance Existence',BugReport
'Appearance Speed Expertise Contacting Placing Roadways Temporal_collocation Sounds Make_cognitive_connection Locale Using',BugReport
'Telling Installing Statement Installing Contingency Existence Attempt Ordinal_numbers Measure_duration Continued_state_of_affairs Contingency Installing Desiring Getting Resolve_problem Experiencer_focus',BugReport
'Using Measure_duration Activity_start Motion_noise Relational_quantity Temporal_collocation Choosing Stimulus_focus Predicament Intentionally_act',BugReport
'Usefulness Existence Desiring Thwarting Buildings Cause_impact Make_cognitive_connection Using Taking_sides Closure Frequency Contingency Becoming Activity_pause Contacting',BugReport
'Temporal_collocation Grant_permission Sounds Quantity Make_cognitive_connection Contacting Placing Sounds Contacting Make_cognitive_connection Statement Quantity Event Temporal_collocation Attempt Contacting',BugReport
'Predicament Secrecy_status Increment Purpose Motion Secrecy_status Attempt Secrecy_status Text Operate_vehicle Bringing Operational_testing Travel Being_operational Desirability Experiencer_focus Compatibility Using Needing Capability Secrecy_status',BugReport
'Statement Board_vehicle Make_cognitive_connection Required_event Have_as_requirement Relative_time Sending Relative_time Sending Contacting Duration_attribute Contingency Predicament',BugReport
'Cardinal_numbers Contacting Placing Means Direction Age Arriving Contacting Arriving Frequency Placing Quantity Contacting Self_motion Direction',BugReport
'Frequency Temporal_collocation Impact Possession Predicament',BugReport
'Frequency Possession Required_event Using Desirability Relative_time Calendric_unit Taking_time Taking_time Impact Contacting Taking_time Frequency Waiting Cardinal_numbers Measure_duration Arriving Taking_sides Activity_start Using Increment Travel Being_operational Cardinal_numbers Timespan Expertise',BugReport
'Age Temporal_collocation Secrecy_status Contacting Age Quantity Part_orientational Contacting Occupy_rank Contacting Quantity Measure_duration Change_tool Taking_sides',BugReport
'Required_event Locative_relation Age Part_whole Locale_by_use Placing Manufacturing Artifact Death Cause_change Increment Part_whole Placing Taking_time Usefulness Commitment Frequency Experiencer_focus Usefulness Desiring Predicament Becoming_aware Increment',BugReport
'Contacting Appearance Have_as_requirement Amassing Placing Sounds Quantity Event Frequency Point_of_dispute Travel Reason Using Contacting Relative_time Calendric_unit Cardinal_numbers Temporal_collocation Identicality Travel Frequency Possession',BugReport
'Degree Usefulness Grant_permission Sending Temporal_collocation Compliance Temporal_collocation Frequency Completeness Capability Duration_attribute Increment Change_event_time Continued_state_of_affairs Experiencer_focus Using Desirability Travel Placing',BugReport
'Age Money Quantity Aesthetics People Continued_state_of_affairs Placing Locative_relation Arriving Getting Collaboration',BugReport
'Age Desirability Quantity Means Part_orientational Frequency Familiarity Network Contacting Impact Impact Increment Locale_by_use',BugReport
'Working_on Temporal_collocation Attaching Make_cognitive_connection Working_on Quantity Make_cognitive_connection Secrecy_status Cognitive_connection Contacting Request Placing Connectors Quantity Means Contacting',BugReport
'Revenge Arriving Possession Frequency Impact Killing Sole_instance Secrecy_status Attempt Secrecy_status Impact Attempt Temporal_collocation Impact Attempt Getting Text Motion Degree Stimulus_focus Experiencer_obj',BugReport
'Conduct Quantity Waking_up Arriving Age Shoot_projectiles Idiosyncrasy Locale_by_use Placing Change_tool Causation Event Frequency Sole_instance Timespan Increment Locale Locative_relation Taking_sides Travel Age Type Frequency Emotion_directed Intentionally_act Locale Impact',BugReport
'Quantity Topic Using Contacting Locale Speak_on_topic Intentionally_act Statement Earnings_and_losses Desiring Becoming Resolve_problem',BugReport
'Attempt Calendric_unit Grant_permission Temporal_collocation',BugReport
'Cardinal_numbers Desirability Capability Appearance Working_on Relative_time',BugReport
'Existence Age Impact Locale_by_use Possession Relative_time Contacting Closure Relative_time Contacting Frequency Degree Part_orientational Increment Being_operational Using Motion_noise Frequency Temporal_collocation Resolve_problem Contacting Increment Cardinal_numbers Physical_artworks Grant_permission Contacting Quantity Undergo_change Intoxicants Desirability Temporal_collocation Desirability Temporal_collocation',BugReport
'Existence Resolve_problem Compliance Placing Contacting Motion Being_employed Locative_relation Age',BugReport
'Information Removing Temporal_collocation Frequency Sole_instance Cardinal_numbers Temporal_collocation Sounds Choosing',BugReport
'Required_event Usefulness Buildings Medical_conditions Sole_instance Using Locale_by_use Using Partiality Quantity Increment',BugReport
